"No.","Time","Source","Source Port","Destination","Destination Port","Protocol","Length","Next Sequence Number","This is an ACK to the segment in frame","Bytes in flight","Info"
"167","83.378851228","192.168.56.102","41188","192.168.56.101","21","FTP","82","170","165","16","Request: CWD /../../../"
"168","83.378929899","192.168.56.101","41035","192.168.56.102","52028","TCP","74","1","166","","41035  >  52028 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM TSval=4294964384 TSecr=2622725310 WS=64"
"169","83.378941198","192.168.56.102","52028","192.168.56.101","41035","TCP","66","1","168","","52028  >  41035 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2622725310 TSecr=4294964384"
"170","83.379081574","192.168.56.101","21","192.168.56.102","41188","FTP","103","797","167","37","Response: 250 Directory successfully changed."
"171","83.379169645","192.168.56.102","41188","192.168.56.101","21","FTP","72","176","170","6","Request: LIST"
"172","83.379450739","192.168.56.101","21","192.168.56.102","41188","FTP","105","836","171","39","Response: 150 Here comes the directory listing."
"173","83.379450791","192.168.56.101","21","192.168.56.102","41188","FTP","90","860","","63","Response: 226 Directory send OK."
"174","83.379450818","192.168.56.101","41035","192.168.56.102","52028","TCP","66","2","","","41035  >  52028 [FIN, ACK] Seq=1 Ack=1 Win=5824 Len=0 TSval=4294964384 TSecr=2622725310"
"175","83.379488669","192.168.56.102","41188","192.168.56.101","21","TCP","66","176","173","","41188  >  21 [ACK] Seq=176 Ack=860 Win=64256 Len=0 TSval=2622725311 TSecr=4294964384"
"176","83.379522546","192.168.56.102","52028","192.168.56.101","41035","TCP","66","2","174","","52028  >  41035 [FIN, ACK] Seq=1 Ack=2 Win=64256 Len=0 TSval=2622725311 TSecr=4294964384"
"177","83.379735509","192.168.56.101","41035","192.168.56.102","52028","TCP","66","2","176","","41035  >  52028 [ACK] Seq=2 Ack=2 Win=5824 Len=0 TSval=4294964384 TSecr=2622725311"
"178","84.541124428","192.168.56.102","41188","192.168.56.101","21","FTP","72","182","","6","Request: PASV"
"179","84.541561335","192.168.56.101","21","192.168.56.102","41188","FTP","118","912","178","52","Response: 227 Entering Passive Mode (192,168,56,101,48,142)."
"180","84.541707008","192.168.56.102","41188","192.168.56.101","21","FTP","85","201","179","19","Request: CWD /../../../../"
"181","84.541813333","192.168.56.102","44130","192.168.56.101","12430","TCP","74","1","","","44130  >  12430 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2622726473 TSecr=0 WS=128"
"182","84.542038461","192.168.56.101","21","192.168.56.102","41188","FTP","103","949","180","37","Response: 250 Directory successfully changed."
"183","84.542038509","192.168.56.101","12430","192.168.56.102","44130","TCP","74","1","181","","12430  >  44130 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM TSval=4294964500 TSecr=2622726473 WS=64"
"184","84.542052770","192.168.56.102","44130","192.168.56.101","12430","TCP","66","1","183","","44130  >  12430 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2622726473 TSecr=4294964500"
"185","84.542218243","192.168.56.102","41188","192.168.56.101","21","FTP","72","207","182","6","Request: LIST"
"186","84.542515343","192.168.56.101","21","192.168.56.102","41188","FTP","105","988","185","39","Response: 150 Here comes the directory listing."
"187","84.542515403","192.168.56.101","21","192.168.56.102","41188","FTP","90","1012","","63","Response: 226 Directory send OK."
"188","84.542515429","192.168.56.101","12430","192.168.56.102","44130","TCP","66","2","","","12430  >  44130 [FIN, ACK] Seq=1 Ack=1 Win=5824 Len=0 TSval=4294964500 TSecr=2622726473"
"189","84.542577626","192.168.56.102","41188","192.168.56.101","21","TCP","66","207","187","","41188  >  21 [ACK] Seq=207 Ack=1012 Win=64256 Len=0 TSval=2622726474 TSecr=4294964500"
"190","84.542612252","192.168.56.102","44130","192.168.56.101","12430","TCP","66","2","188","","44130  >  12430 [FIN, ACK] Seq=1 Ack=2 Win=64256 Len=0 TSval=2622726474 TSecr=4294964500"
"191","84.542795069","192.168.56.101","12430","192.168.56.102","44130","TCP","66","2","190","","12430  >  44130 [ACK] Seq=2 Ack=2 Win=5824 Len=0 TSval=4294964501 TSecr=2622726474"
"192","85.526397936","192.168.56.102","41188","192.168.56.101","21","FTP","72","213","","6","Request: PASV"
"193","85.526727287","192.168.56.101","21","192.168.56.102","41188","FTP","117","1063","192","51","Response: 227 Entering Passive Mode (192,168,56,101,97,71)."
"194","85.526907249","192.168.56.102","53188","192.168.56.101","24903","TCP","74","1","","","53188  >  24903 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2622727458 TSecr=0 WS=128"
"195","85.526961026","192.168.56.102","41188","192.168.56.101","21","FTP","88","235","193","22","Request: CWD /../../../../../"
"196","85.527108644","192.168.56.101","24903","192.168.56.102","53188","TCP","74","1","194","","24903  >  53188 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM TSval=4294964599 TSecr=2622727458 WS=64"
"197","85.527119628","192.168.56.102","53188","192.168.56.101","24903","TCP","66","1","196","","53188  >  24903 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2622727458 TSecr=4294964599"
"198","85.527198287","192.168.56.101","21","192.168.56.102","41188","FTP","103","1100","195","37","Response: 250 Directory successfully changed."
"199","85.527286845","192.168.56.102","41188","192.168.56.101","21","FTP","72","241","198","6","Request: LIST"
"200","85.527548843","192.168.56.101","21","192.168.56.102","41188","FTP","105","1139","199","39","Response: 150 Here comes the directory listing."
"201","85.527548877","192.168.56.101","21","192.168.56.102","41188","FTP","90","1163","","63","Response: 226 Directory send OK."
"202","85.527548903","192.168.56.101","24903","192.168.56.102","53188","TCP","66","2","","","24903  >  53188 [FIN, ACK] Seq=1 Ack=1 Win=5824 Len=0 TSval=4294964599 TSecr=2622727458"
"203","85.527578250","192.168.56.102","41188","192.168.56.101","21","TCP","66","241","201","","41188  >  21 [ACK] Seq=241 Ack=1163 Win=64256 Len=0 TSval=2622727459 TSecr=4294964599"
"204","85.527606766","192.168.56.102","53188","192.168.56.101","24903","TCP","66","2","202","","53188  >  24903 [FIN, ACK] Seq=1 Ack=2 Win=64256 Len=0 TSval=2622727459 TSecr=4294964599"
"205","85.527778354","192.168.56.101","24903","192.168.56.102","53188","TCP","66","2","204","","24903  >  53188 [ACK] Seq=2 Ack=2 Win=5824 Len=0 TSval=4294964599 TSecr=2622727459"
"206","86.266341045","192.168.56.102","41188","192.168.56.101","21","FTP","72","247","","6","Request: PASV"
"207","86.266811650","192.168.56.101","21","192.168.56.102","41188","FTP","119","1216","206","53","Response: 227 Entering Passive Mode (192,168,56,101,230,192)."
"208","86.266995012","192.168.56.102","41880","192.168.56.101","59072","TCP","74","1","","","41880  >  59072 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2622728198 TSecr=0 WS=128"
"209","86.267049261","192.168.56.102","41188","192.168.56.101","21","FTP","91","272","207","25","Request: CWD /../../../../../../"
"210","86.267343939","192.168.56.101","59072","192.168.56.102","41880","TCP","74","1","208","","59072  >  41880 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM TSval=4294964673 TSecr=2622728198 WS=64"
"211","86.267343988","192.168.56.101","21","192.168.56.102","41188","FTP","103","1253","209","37","Response: 250 Directory successfully changed."
"212","86.267357319","192.168.56.102","41880","192.168.56.101","59072","TCP","66","1","210","","41880  >  59072 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2622728199 TSecr=4294964673"
"213","86.267512338","192.168.56.102","41188","192.168.56.101","21","FTP","72","278","211","6","Request: LIST"
"214","86.267916139","192.168.56.101","21","192.168.56.102","41188","FTP","105","1292","213","39","Response: 150 Here comes the directory listing."
"215","86.267916178","192.168.56.101","21","192.168.56.102","41188","FTP","90","1316","","63","Response: 226 Directory send OK."
"216","86.267916204","192.168.56.101","59072","192.168.56.102","41880","TCP","66","2","","","59072  >  41880 [FIN, ACK] Seq=1 Ack=1 Win=5824 Len=0 TSval=4294964673 TSecr=2622728199"
"217","86.267957481","192.168.56.102","41188","192.168.56.101","21","TCP","66","278","215","","41188  >  21 [ACK] Seq=278 Ack=1316 Win=64256 Len=0 TSval=2622728199 TSecr=4294964673"
"218","86.267991729","192.168.56.102","41880","192.168.56.101","59072","TCP","66","2","216","","41880  >  59072 [FIN, ACK] Seq=1 Ack=2 Win=64256 Len=0 TSval=2622728199 TSecr=4294964673"
"219","86.268195226","192.168.56.101","59072","192.168.56.102","41880","TCP","66","2","218","","59072  >  41880 [ACK] Seq=2 Ack=2 Win=5824 Len=0 TSval=4294964673 TSecr=2622728199"
"220","87.100577816","192.168.56.102","41188","192.168.56.101","21","FTP","72","284","","6","Request: PASV"
"221","87.100994332","192.168.56.101","21","192.168.56.102","41188","FTP","119","1369","220","53","Response: 227 Entering Passive Mode (192,168,56,101,142,153)."
"222","87.101169974","192.168.56.102","43498","192.168.56.101","36505","TCP","74","1","","","43498  >  36505 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2622729033 TSecr=0 WS=128"
"223","87.101273946","192.168.56.102","41188","192.168.56.101","21","FTP","94","312","221","28","Request: CWD /../../../../../../../"
"224","87.101364149","192.168.56.101","36505","192.168.56.102","43498","TCP","74","1","222","","36505  >  43498 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM TSval=4294964756 TSecr=2622729033 WS=64"
"225","87.101376281","192.168.56.102","43498","192.168.56.101","36505","TCP","66","1","224","","43498  >  36505 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2622729033 TSecr=4294964756"
"226","87.101497444","192.168.56.101","21","192.168.56.102","41188","FTP","103","1406","223","37","Response: 250 Directory successfully changed."
"227","87.101599484","192.168.56.102","41188","192.168.56.101","21","FTP","72","318","226","6","Request: LIST"
"228","87.101815875","192.168.56.101","21","192.168.56.102","41188","FTP","105","1445","227","39","Response: 150 Here comes the directory listing."
"229","87.101815932","192.168.56.101","21","192.168.56.102","41188","FTP","90","1469","","63","Response: 226 Directory send OK."
"230","87.101815957","192.168.56.101","36505","192.168.56.102","43498","TCP","66","2","","","36505  >  43498 [FIN, ACK] Seq=1 Ack=1 Win=5824 Len=0 TSval=4294964756 TSecr=2622729033"
"231","87.101847033","192.168.56.102","41188","192.168.56.101","21","TCP","66","318","229","","41188  >  21 [ACK] Seq=318 Ack=1469 Win=64256 Len=0 TSval=2622729033 TSecr=4294964756"
"232","87.101877003","192.168.56.102","43498","192.168.56.101","36505","TCP","66","2","230","","43498  >  36505 [FIN, ACK] Seq=1 Ack=2 Win=64256 Len=0 TSval=2622729033 TSecr=4294964756"
"233","87.102056316","192.168.56.101","36505","192.168.56.102","43498","TCP","66","2","232","","36505  >  43498 [ACK] Seq=2 Ack=2 Win=5824 Len=0 TSval=4294964756 TSecr=2622729033"
"234","87.965386499","192.168.56.102","41188","192.168.56.101","21","FTP","72","324","","6","Request: PASV"
"235","87.965800611","192.168.56.101","21","192.168.56.102","41188","FTP","117","1520","234","51","Response: 227 Entering Passive Mode (192,168,56,101,22,59)."
"236","87.965987915","192.168.56.102","42484","192.168.56.101","5691","TCP","74","1","","","42484  >  5691 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2622729897 TSecr=0 WS=128"
"237","87.966188231","192.168.56.102","41188","192.168.56.101","21","FTP","97","355","235","31","Request: CWD /../../../../../../../../"
"238","87.966222403","192.168.56.101","5691","192.168.56.102","42484","TCP","74","1","236","","5691  >  42484 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM TSval=4294964843 TSecr=2622729897 WS=64"
"239","87.966232683","192.168.56.102","42484","192.168.56.101","5691","TCP","66","1","238","","42484  >  5691 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2622729898 TSecr=4294964843"
"240","87.966405089","192.168.56.101","21","192.168.56.102","41188","FTP","103","1557","237","37","Response: 250 Directory successfully changed."
"241","87.966586891","192.168.56.102","41188","192.168.56.101","21","FTP","72","361","240","6","Request: LIST"
"242","87.966840290","192.168.56.101","21","192.168.56.102","41188","FTP","105","1596","241","39","Response: 150 Here comes the directory listing."
"243","87.966840327","192.168.56.101","21","192.168.56.102","41188","FTP","90","1620","","63","Response: 226 Directory send OK."
"244","87.966878308","192.168.56.102","41188","192.168.56.101","21","TCP","66","361","243","","41188  >  21 [ACK] Seq=361 Ack=1620 Win=64256 Len=0 TSval=2622729898 TSecr=4294964843"
"245","87.966959728","192.168.56.101","5691","192.168.56.102","42484","TCP","66","2","","","5691  >  42484 [FIN, ACK] Seq=1 Ack=1 Win=5824 Len=0 TSval=4294964843 TSecr=2622729898"
"246","87.966990661","192.168.56.102","42484","192.168.56.101","5691","TCP","66","2","245","","42484  >  5691 [FIN, ACK] Seq=1 Ack=2 Win=64256 Len=0 TSval=2622729898 TSecr=4294964843"
"247","87.967182458","192.168.56.101","5691","192.168.56.102","42484","TCP","66","2","246","","5691  >  42484 [ACK] Seq=2 Ack=2 Win=5824 Len=0 TSval=4294964843 TSecr=2622729898"
"248","88.580330679","192.168.56.102","41188","192.168.56.101","21","FTP","72","367","","6","Request: PASV"
"249","88.580733761","192.168.56.101","21","192.168.56.102","41188","FTP","119","1673","248","53","Response: 227 Entering Passive Mode (192,168,56,101,204,220)."
"250","88.580917810","192.168.56.102","59278","192.168.56.101","52444","TCP","74","1","","","59278  >  52444 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2622730512 TSecr=0 WS=128"
"251","88.580971332","192.168.56.102","41188","192.168.56.101","21","FTP","100","401","249","34","Request: CWD /../../../../../../../../../"
"252","88.581206553","192.168.56.101","52444","192.168.56.102","59278","TCP","74","1","250","","52444  >  59278 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM TSval=4294964904 TSecr=2622730512 WS=64"
"253","88.581206591","192.168.56.101","21","192.168.56.102","41188","FTP","103","1710","251","37","Response: 250 Directory successfully changed."
"254","88.581219565","192.168.56.102","59278","192.168.56.101","52444","TCP","66","1","252","","59278  >  52444 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2622730513 TSecr=4294964904"
"255","88.581397641","192.168.56.102","41188","192.168.56.101","21","FTP","72","407","253","6","Request: LIST"
"256","88.581671993","192.168.56.101","21","192.168.56.102","41188","FTP","105","1749","255","39","Response: 150 Here comes the directory listing."
"257","88.581672055","192.168.56.101","21","192.168.56.102","41188","FTP","90","1773","","63","Response: 226 Directory send OK."
"258","88.581672084","192.168.56.101","52444","192.168.56.102","59278","TCP","66","2","","","52444  >  59278 [FIN, ACK] Seq=1 Ack=1 Win=5824 Len=0 TSval=4294964904 TSecr=2622730513"
"259","88.581749229","192.168.56.102","41188","192.168.56.101","21","TCP","66","407","257","","41188  >  21 [ACK] Seq=407 Ack=1773 Win=64256 Len=0 TSval=2622730513 TSecr=4294964904"
"260","88.581786967","192.168.56.102","59278","192.168.56.101","52444","TCP","66","2","258","","59278  >  52444 [FIN, ACK] Seq=1 Ack=2 Win=64256 Len=0 TSval=2622730513 TSecr=4294964904"
"261","88.581956873","192.168.56.101","52444","192.168.56.102","59278","TCP","66","2","260","","52444  >  59278 [ACK] Seq=2 Ack=2 Win=5824 Len=0 TSval=4294964905 TSecr=2622730513"
"262","88.612885393","192.168.56.1","57621","192.168.56.255","57621","UDP","86","","","","57621  >  57621 Len=44"
"263","89.151316151","192.168.56.102","41188","192.168.56.101","21","FTP","72","413","","6","Request: PASV"
"264","89.151724419","192.168.56.101","21","192.168.56.102","41188","FTP","118","1825","263","52","Response: 227 Entering Passive Mode (192,168,56,101,243,43)."
"265","89.151897014","192.168.56.102","60222","192.168.56.101","62251","TCP","74","1","","","60222  >  62251 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2622731083 TSecr=0 WS=128"
"266","89.151997368","192.168.56.102","41188","192.168.56.101","21","FTP","103","450","264","37","Request: CWD /../../../../../../../../../../"
"267","89.152093375","192.168.56.101","62251","192.168.56.102","60222","TCP","74","1","265","","62251  >  60222 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM TSval=4294964962 TSecr=2622731083 WS=64"
"268","89.152103812","192.168.56.102","60222","192.168.56.101","62251","TCP","66","1","267","","60222  >  62251 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2622731083 TSecr=4294964962"
"269","89.152272043","192.168.56.101","21","192.168.56.102","41188","FTP","103","1862","266","37","Response: 250 Directory successfully changed."
"270","89.152357956","192.168.56.102","41188","192.168.56.101","21","FTP","72","456","269","6","Request: LIST"
"271","89.152680636","192.168.56.101","21","192.168.56.102","41188","FTP","105","1901","270","39","Response: 150 Here comes the directory listing."
"272","89.152680685","192.168.56.101","21","192.168.56.102","41188","FTP","90","1925","","63","Response: 226 Directory send OK."
"273","89.152680710","192.168.56.101","62251","192.168.56.102","60222","TCP","66","2","","","62251  >  60222 [FIN, ACK] Seq=1 Ack=1 Win=5824 Len=0 TSval=4294964962 TSecr=2622731083"
"274","89.152715892","192.168.56.102","41188","192.168.56.101","21","TCP","66","456","272","","41188  >  21 [ACK] Seq=456 Ack=1925 Win=64256 Len=0 TSval=2622731084 TSecr=4294964962"
"275","89.152747638","192.168.56.102","60222","192.168.56.101","62251","TCP","66","2","273","","60222  >  62251 [FIN, ACK] Seq=1 Ack=2 Win=64256 Len=0 TSval=2622731084 TSecr=4294964962"
"276","89.152932693","192.168.56.101","62251","192.168.56.102","60222","TCP","66","2","275","","62251  >  60222 [ACK] Seq=2 Ack=2 Win=5824 Len=0 TSval=4294964962 TSecr=2622731084"
"277","89.864849890","192.168.56.102","41188","192.168.56.101","21","FTP","72","462","","6","Request: PASV"
"278","89.865254419","192.168.56.101","21","192.168.56.102","41188","FTP","119","1978","277","53","Response: 227 Entering Passive Mode (192,168,56,101,194,208)."
"279","89.865480343","192.168.56.102","56488","192.168.56.101","49872","TCP","74","1","","","56488  >  49872 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2622731797 TSecr=0 WS=128"
